Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
109111900634787,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,3046910,1471
92021268117,Working America,Working America,705367,652
106244251043808,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",630879,511
110018833813683,Defend the Senate,SMP,558658,307
1155212867963791,AFP Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",410314,428
385473284886474,Hillsdale College,Hillsdale College,395033,137
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,390795,177
109123378562348,Georgia Honor,GEORGIA HONOR,390454,90
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,364409,1004
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,364373,304
7030901126,Campaign for Tobacco-Free Kids,TOBACCO-FREE KIDS ACTION FUND,337213,159
107005161695319,Herschel Walker,"TEAM HERSCHEL, INC.",308425,201
18982436812,ACLU,American Civil Liberties Union,300958,350
103552914774916,Science Moms,"Potential Energy Coalition, Inc. with Facebook ad credits",291361,15
192448150001,Jeff Anderson & Associates,Jeffrey R Anderson PA,290887,342
103945768988283,ObamacarePlans.com,Obamacareplans,281211,417
309308412520731,Sandy Hook Promise,Sandy Hook Promise,260316,215
57259033959,AARP,AARP,255292,155
76470053424,TIAA,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,249788,69
121268821249550,World Central Kitchen,World Central Kitchen,241627,69
19972147679,SEIU,SEIU,240887,575
127225910653607,PragerU,PragerU,219430,1050
20787991568,Senate Democrats,DSCC,217416,467
152759126824,Enbridge,Enbridge Inc.,215498,26
108774614054683,American Edge Project,American Edge,207570,56
43426724597,Paper Culture,Paper Culture LLC,203692,15
103875099042033,DailyWire+,The Daily Wire,196370,50
92925746942,Judicial Watch,Judicial Watch,188554,177
102926725680984,Plan My Ballot,Priorities USA,184886,60
570092813023833,Matt Walsh,The Daily Wire,183439,61
107013225481098,Citizens For Sanity,Citizens For Sanity,181672,24
1600352356914768,PushBlack,PushBlack,179883,93
107483817554072,WorkMoney,WorkMoney,176507,49
314499212242,Pfizer,Pfizer Inc.,176276,85
897994503631860,HealthInsurance.net,ASSURANCE IQ INC,172726,372
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,163361,1212
200969413280005,Shell,Shell,160790,16
1461100540775171,The Tuttle Twins,LIBERTAS INSTITUTE,156505,154
1593518174052711,Candace Owens,The Daily Wire,156473,36
12375354406,USO,United Service Organizations,154176,343
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,149364,787
6500552187,Hulu,"HULU, LLC",149202,2
40217893542,AIPAC,AIPAC,148216,226
8047221596,Save the Children US,These ads ran without a disclaimer,144630,7
1775452652560512,Black Progressive Action Coalition - BPAC,BPAC,139646,206
916623425064173,One Nation,One Nation,139085,96
